Image ID,SSIM,PSNR,LPIPS
00000,0.8022754,20.484870394307045,0.18308110535144806
00001,0.9725167,33.11130714925611,0.032847799360752106
00002,0.83256835,21.987070979590587,0.129560649394989
00003,0.6958174,15.795956199631341,0.2368248701095581
00004,0.95116997,31.172039362670784,0.06714928150177002
00005,0.8502598,20.802388659454365,0.1536300629377365
00006,0.848419,22.66308390874758,0.13861705362796783
00007,0.926336,29.39166568976434,0.04352716729044914
00008,0.872591,20.6230520266304,0.08860128372907639
00009,0.7763517,17.34174795601674,0.1985354721546173
00010,0.60231113,14.061946607542046,0.34867534041404724
00011,0.8431793,22.983135718107558,0.11727366596460342
00012,0.71361774,19.53649337856584,0.3164187967777252
00013,0.858475,18.729581408276882,0.07310116291046143
00014,0.6618752,16.4968472817379,0.31771761178970337
00015,0.7457042,18.95954474090147,0.2256566882133484
00016,0.7178161,17.415341265135826,0.22277122735977173
00017,0.8694683,24.705867351543827,0.16685569286346436
00018,0.71664006,16.57032169276436,0.2229076772928238
00019,0.9122085,27.163836261441602,0.0666729137301445
00020,0.58144516,15.333066351658209,0.33833590149879456
00021,0.8036224,22.546048764708146,0.1625029593706131
00022,0.7163418,14.936135541191026,0.23364385962486267
00023,0.60545135,13.640093219638963,0.27191439270973206
00024,0.64891386,16.94673765913614,0.37482649087905884
00025,0.6850695,16.248111079765902,0.28680792450904846
00026,0.6290517,16.75485994326572,0.3478492498397827
00027,0.6125281,19.50587230864662,0.3338651955127716
00028,0.86876965,22.022341595593765,0.08269686996936798
00029,0.8296416,20.19838187392225,0.19667021930217743
00030,0.6688371,18.039377768991173,0.25850021839141846
00031,0.77339077,19.138997693856243,0.20048931241035461
00032,0.8874747,25.836335691503358,0.15659064054489136
00033,0.6409211,14.887083864660672,0.254487007856369
00034,0.9729474,30.729339381855148,0.054631307721138
00035,0.90980935,23.80812770063571,0.17443162202835083
00036,0.64219695,14.541466181469927,0.32738399505615234
00037,0.43973842,16.51247365861969,0.44733792543411255
00038,0.8619776,20.182894754188432,0.1129331961274147
00039,0.5985951,17.24480264095717,0.36559316515922546
00040,0.88509685,21.055943503591187,0.09846429526805878
00041,0.84706163,24.819164702373094,0.11507910490036011
00042,0.6364872,14.362196610498618,0.41033047437667847
00043,0.7428195,17.911076214061598,0.18162454664707184
00044,0.6529899,12.263522932369035,0.2894815504550934
00045,0.79078156,19.919148818694737,0.24233266711235046
00046,0.88113546,23.696514335895813,0.09739727526903152
00047,0.9684612,31.07793508945118,0.07754437625408173
00048,0.8173251,23.434614771893607,0.19942916929721832
00049,0.89494663,25.308065286958772,0.10853986442089081
00050,0.5315375,13.072135822181494,0.3535703420639038
00051,0.5951871,14.548602975405156,0.3335224390029907
00052,0.6729073,20.30958786821351,0.28233227133750916
00053,0.7211209,21.76784619737871,0.2766934633255005
00054,0.6384987,14.350876355634341,0.34225112199783325
00055,0.7371513,22.022683862143072,0.24561640620231628
00056,0.9625761,29.299694857065404,0.08496411889791489
00057,0.64936703,14.894512198606893,0.33140358328819275
00058,0.5044828,14.167821657395379,0.4687965512275696
00059,0.7446825,20.42296610071659,0.23214703798294067
00060,0.9769508,34.78478608283733,0.04937627166509628
00061,0.6794183,14.455943784320848,0.324910044670105
00062,0.82420874,19.223698430715874,0.11789374053478241
00063,0.76317304,16.82331404313527,0.21205952763557434
00064,0.7829835,21.30757303675661,0.2206195890903473
00065,0.7565717,19.60888735294198,0.2543230354785919
00066,0.9674487,30.08461840774135,0.05995839834213257
00067,0.93289024,29.521600599780093,0.054875485599040985
00068,0.8176913,19.00376120026205,0.17456720769405365
00069,0.73239905,21.48448189468114,0.2847728431224823
00070,0.6426408,14.944718352299551,0.301699161529541
00071,0.9372437,26.145583357055152,0.0850064754486084
00072,0.9131098,29.04169561719673,0.09207162261009216
00073,0.7587452,18.734489789927828,0.18385018408298492
00074,0.7516553,17.64878644845481,0.19738423824310303
00075,0.80275583,20.67329508150152,0.15047280490398407
00076,0.49777517,17.407704632306988,0.46484264731407166
00077,0.7228623,15.870709909416046,0.3031482696533203
00078,0.6600845,17.567516294642797,0.3219487965106964
00079,0.7358485,18.644436121516748,0.19134783744812012
00080,0.8961709,24.396900388229884,0.07894039154052734
00081,0.54546255,14.717170572611959,0.3347049355506897
00082,0.73726577,18.299371686611057,0.2500686049461365
00083,0.87532234,25.27042355937779,0.0754646584391594
00084,0.8556177,21.884498579987287,0.13860628008842468
00085,0.9248188,28.097838846955373,0.07628245651721954
00086,0.89072174,26.201649067934273,0.14939934015274048
00087,0.8867335,22.82381841017688,0.09098359197378159
00088,0.7277376,17.15564318542877,0.2975752353668213
00089,0.78092784,22.093742114033937,0.1755022257566452
00090,0.69097114,16.509753406098643,0.27720773220062256
00091,0.6996803,18.280957588457653,0.2381080538034439
00092,0.6724052,14.08708825789628,0.20345108211040497
00093,0.97280675,31.537486927053763,0.0713111162185669
