epoch,step,split,train_vlb,val_iwae,recon,kl,fid,ssim,psnr,lr
17,471,val,432.7372291062795,1131.5906982421875,,,,,,0.0002
17,585,val,466.0014845758423,1036.00439453125,,,,,,0.0002
17,epoch_end,train,467.2873248858665,,,,350.51509084697057,0.3986249268054962,14.12819601746379,0.0002
18,117,val,751.2256914448535,1385.285888671875,,,,,,0.0002
18,235,val,734.4043064523248,1632.46435546875,,,,,,0.0002
18,353,val,746.9918104177153,1508.1907958984375,,,,,,0.0002
18,471,val,809.2573152610958,1617.5296630859375,,,,,,0.0002
18,585,val,839.1723298292894,1511.042236328125,,,,,,0.0002
18,epoch_end,train,839.476759080594,,,,356.9784582411281,0.4046035408973694,14.291620203937967,0.0002
19,117,val,1061.4954218416133,1596.1492919921875,,,,,,0.0002
19,235,val,1129.690339758041,1805.2156982421875,,,,,,0.0002
19,353,val,1149.9610665297043,2007.7127685546875,,,,,,0.0002
19,471,val,1196.490778669936,1991.0643310546875,,,,,,0.0002
19,585,val,1248.0770952143216,1826.7900390625,,,,,,0.0002
19,epoch_end,train,1249.4146584650757,,,,346.81968000383284,0.38836824893951416,13.91285190034833,0.0002
20,117,val,1507.5400444095974,2161.67822265625,,,,,,0.0002
20,235,val,1465.6516105164883,1953.8648681640625,,,,,,0.0002
20,353,val,1506.0400943269822,2097.333984375,,,,,,0.0002
20,471,val,1538.4378560870073,2373.89306640625,,,,,,0.0002
20,585,val,1582.396370899168,2330.70849609375,,,,,,0.0002
20,epoch_end,train,1583.648330050524,,,,351.79831469241583,0.391832560300827,14.05168112897254,0.0002
21,117,val,1753.6612891824834,2120.1640625,,,,,,0.0002
21,235,val,1800.1199002529713,2484.25537109375,,,,,,0.0002
21,353,val,1831.1453376316151,2427.583740234375,,,,,,0.0002
21,471,val,1877.1121254372247,2667.262939453125,,,,,,0.0002
21,585,val,1899.6556954929972,2676.02978515625,,,,,,0.0002
21,epoch_end,train,1899.648735931709,,,,368.13432113383595,0.3975278437137604,14.10754188014695,0.0002
22,117,val,2159.972655728331,3100.74755859375,,,,,,0.0002
22,235,val,2172.800103110455,2437.776123046875,,,,,,0.0002
22,353,val,2161.11166597966,2638.16064453125,,,,,,0.0002
22,471,val,2173.3944861539608,2542.654296875,,,,,,0.0002
22,585,val,2204.1865504598995,2852.701904296875,,,,,,0.0002
22,epoch_end,train,2204.6274929632477,,,,359.1025143883562,0.37517333030700684,13.840614654628048,0.0002
23,117,val,2416.675947140424,3071.884765625,,,,,,0.0002
23,235,val,2423.9248104014305,3269.37548828125,,,,,,0.0002
23,353,val,2425.8775499900426,3062.454833984375,,,,,,0.0002
23,471,val,2479.455712579618,3056.36328125,,,,,,0.0002
23,585,val,2490.1358630058085,2859.106689453125,,,,,,0.0002
23,epoch_end,train,2490.828429342536,,,,356.7150208292676,0.38875484466552734,14.122551921418754,0.0002
24,117,val,2689.4309457632207,3278.546875,,,,,,0.0002
24,235,val,2684.713481237535,2970.548583984375,,,,,,0.0002
24,353,val,2743.0001154999563,3193.78564453125,,,,,,0.0002
24,471,val,2732.6023858914714,3259.7490234375,,,,,,0.0002
24,585,val,2740.0527258196466,3182.837646484375,,,,,,0.0002
24,epoch_end,train,2740.655235316568,,,,353.0842583492693,0.3739382028579712,13.671601565161337,0.0002
25,117,val,2892.533178084934,3308.69189453125,,,,,,0.0002
25,235,val,2976.5476702751002,3737.936767578125,,,,,,0.0002
25,353,val,2945.841986896635,3253.9970703125,,,,,,0.0002
25,471,val,2968.2391620482126,3580.31298828125,,,,,,0.0002
25,585,val,3008.3742044562987,3897.18212890625,,,,,,0.0002
25,epoch_end,train,3006.412176763647,,,,353.49322321816237,0.39270079135894775,13.955954684682268,0.0002
