epoch,step,split,train_vlb,val_iwae,recon,kl,fid,ssim,psnr,lr
9,353,val,-2858.786117251132,-2131.064208984375,,,,,,0.0002
9,471,val,-2758.601535805222,-1801.50244140625,,,,,,0.0002
9,585,val,-2678.750474509215,-1633.7998046875,,,,,,0.0002
9,epoch_end,train,-2677.4461092900096,,,,346.6784993892817,0.2711856067180633,11.386224799979846,0.0002
10,117,val,-2185.309365296976,-1249.941162109375,,,,,,0.0002
10,235,val,-2091.1648538792406,-1243.2193603515625,,,,,,0.0002
10,353,val,-2000.869865093288,-1199.1749267578125,,,,,,0.0002
10,471,val,-1909.885993131407,-1310.0577392578125,,,,,,0.0002
10,585,val,-1803.230895787426,-776.8509521484375,,,,,,0.0002
10,epoch_end,train,-1800.393762113291,,,,358.44732725015297,0.2929809689521789,11.687868055934151,0.0002
11,117,val,-1327.9691643348103,-625.2277221679688,,,,,,0.0002
11,235,val,-1194.7458584399938,-543.701171875,,,,,,0.0002
11,353,val,-1087.3991295919886,-131.2274169921875,,,,,,0.0002
11,471,val,-1006.6459831189196,-475.6043090820313,,,,,,0.0002
11,585,val,-931.9267614380922,-137.74118041992188,,,,,,0.0002
11,epoch_end,train,-931.163689492912,,,,350.44303190246217,0.3029998540878296,11.865383556212988,0.0002
12,117,val,-446.02160540197656,58.25339889526367,,,,,,0.0002
12,235,val,-385.5525406857755,130.0100555419922,,,,,,0.0002
12,353,val,-328.8022991537035,57.740570068359375,,,,,,0.0002
12,471,val,-278.08966867888284,412.7044677734375,,,,,,0.0002
12,585,val,-216.2754362057416,331.27081298828125,,,,,,0.0002
12,epoch_end,train,-214.98618489809,,,,361.0862161891627,0.3013257980346679,11.74700267981193,0.0002
13,117,val,44.27615656404413,678.9309692382812,,,,,,0.0002
13,235,val,105.4137339490525,572.272705078125,,,,,,0.0002
13,353,val,185.6733352617906,744.2070922851562,,,,,,0.0002
13,471,val,234.58974824488288,1102.7821044921875,,,,,,0.0002
13,585,val,286.5546271560537,1018.6700439453124,,,,,,0.0002
13,epoch_end,train,286.4522198491535,,,,365.1928901770744,0.3028183877468109,11.607547848470633,0.0002
14,117,val,633.1240562373756,991.0519409179688,,,,,,0.0002
14,235,val,736.936845592742,1082.345703125,,,,,,0.0002
14,353,val,806.0909545509398,1355.041015625,,,,,,0.0002
14,471,val,822.0726819858431,1474.90576171875,,,,,,0.0002
14,585,val,843.7465092063975,1316.8140869140625,,,,,,0.0002
14,epoch_end,train,844.6924823852129,,,,357.4095853574347,0.3168760538101196,11.918905378486237,0.0002
15,117,val,1107.3918170765926,1382.25439453125,,,,,,0.0002
15,235,val,1143.789548411267,1719.913330078125,,,,,,0.0002
15,353,val,1210.14170677466,1617.7979736328125,,,,,,0.0002
15,471,val,1262.119382886623,1698.2078857421875,,,,,,0.0002
15,585,val,1298.5536732730702,1876.9385986328125,,,,,,0.0002
15,epoch_end,train,1298.3019174829683,,,,362.00346604129936,0.3207166790962219,11.941013513493385,0.0002
16,117,val,1520.5736696944275,1970.928466796875,,,,,,0.0002
16,235,val,1575.8684256695692,2357.216552734375,,,,,,0.0002
16,353,val,1618.8466258710914,1968.780029296875,,,,,,0.0002
16,471,val,1672.5468644063192,2163.822265625,,,,,,0.0002
16,585,val,1713.6587420862973,2395.1708984375,,,,,,0.0002
16,epoch_end,train,1714.07991311656,,,,349.2598508566767,0.3196063339710235,11.966604557583112,0.0002
17,117,val,2021.385303203876,2240.185791015625,,,,,,0.0002
17,235,val,1967.6651617821217,2497.010498046875,,,,,,0.0002
17,353,val,2022.559545154949,2554.8857421875,,,,,,0.0002
17,471,val,2065.857797740116,2680.053466796875,,,,,,0.0002
17,585,val,2124.735806717828,2690.393798828125,,,,,,0.0002
17,epoch_end,train,2127.1528647881687,,,,349.58978075305345,0.3308569192886352,12.3201628610572,0.0002
18,117,val,2371.050735864884,2820.40283203125,,,,,,0.0002
18,235,val,2432.343156530502,3083.1318359375,,,,,,0.0002
18,353,val,2473.4208035131337,2836.724609375,,,,,,0.0002
18,471,val,2479.9749967085045,2905.65625,,,,,,0.0002
18,585,val,2504.296810000165,2968.507568359375,,,,,,0.0002
18,epoch_end,train,2504.287520268669,,,,354.5277714309643,0.3356128931045532,12.418221459376865,0.0002
19,117,val,2668.104696681357,2858.615478515625,,,,,,0.0002
19,235,val,2663.42955919631,3159.79443359375,,,,,,0.0002
19,353,val,2718.632796938632,3385.248046875,,,,,,0.0002
19,471,val,2741.8732609516005,3404.8203125,,,,,,0.0002
19,585,val,2793.2591364933905,3093.205810546875,,,,,,0.0002
19,epoch_end,train,2795.2434492404154,,,,346.27379565906534,0.335850715637207,12.076640445843092,0.0002
20,117,val,2982.457782451924,3305.47802734375,,,,,,0.0002
20,235,val,3047.1600845661574,2974.2333984375,,,,,,0.0002
20,353,val,3030.828034398238,3382.5390625,,,,,,0.0002
20,471,val,3062.910589068306,3634.1044921875,,,,,,0.0002
20,585,val,3112.1982179821034,3630.566650390625,,,,,,0.0002
20,epoch_end,train,3112.2334242680768,,,,345.77643823956663,0.3341043591499328,12.0397776940916,0.0002
21,117,val,3316.612002120059,3479.33349609375,,,,,,0.0002
21,235,val,3321.636091776098,3791.31884765625,,,,,,0.0002
21,353,val,3372.1567531510045,3915.14599609375,,,,,,0.0002
21,471,val,3373.898075176652,3905.5283203125,,,,,,0.0002
21,585,val,3362.3210912981604,3801.84619140625,,,,,,0.0002
21,epoch_end,train,3361.714717565543,,,,363.7480830942383,0.3493874073028564,12.376752980940758,0.0002
22,117,val,3626.425491202591,4220.2294921875,,,,,,0.0002
22,235,val,3626.748711768617,3575.94775390625,,,,,,0.0002
22,353,val,3588.651468509316,3400.10888671875,,,,,,0.0002
22,471,val,3600.536921474836,3855.13330078125,,,,,,0.0002
22,585,val,3626.126525983239,3629.3876953125,,,,,,0.0002
22,epoch_end,train,3625.705310808513,,,,353.662225622951,0.3390982449054718,12.042291168509776,0.0002
23,117,val,3756.17361424112,4141.46923828125,,,,,,0.0002
23,235,val,3693.664022502493,4289.6083984375,,,,,,0.0002
23,353,val,3756.063561977137,4198.7529296875,,,,,,0.0002
23,471,val,3765.594953856903,4065.09326171875,,,,,,0.0002
23,585,val,3790.5824871878335,3975.35498046875,,,,,,0.0002
23,epoch_end,train,3790.559978810594,,,,351.83445887293567,0.3465557098388672,12.23906779421008,0.0002
24,117,val,4003.83602096688,4119.4453125,,,,,,0.0002
24,235,val,4007.7577096492687,4244.37451171875,,,,,,0.0002
24,353,val,4019.189023631153,4161.58935546875,,,,,,0.0002
24,471,val,4032.801666065388,4452.8876953125,,,,,,0.0002
24,585,val,4034.446833266563,4321.89306640625,,,,,,0.0002
24,epoch_end,train,4033.928478462301,,,,348.7018738440414,0.3415719270706177,11.979362513590566,0.0002
25,117,val,4021.4031846788207,4104.521484375,,,44.29050801490331,0.7678520388771145,21.400752032221217,0.0002
25,235,val,4116.997232380321,4764.9150390625,,,44.29050801490331,0.7678520388771145,21.400752032221217,0.0002
25,353,val,4179.862956190245,4333.91015625,,,44.29050801490331,0.7678520388771145,21.400752032221217,0.0002
25,471,val,4213.427813163483,4741.11767578125,,,44.29050801490331,0.7678520388771145,21.400752032221217,0.0002
25,585,val,4223.779398704594,4552.30859375,,,44.29050801490331,0.7678520388771145,21.400752032221217,0.0002
25,epoch_end,train,4222.847600422622,,,,44.29050801490331,0.7678520388771145,21.400752032221217,0.0002
