epoch,step,split,train_vlb,val_iwae,recon,kl,fid,ssim,psnr,lr
11,585,val,-797.2882214961904,-197.96177673339844,,,,,,0.0002
11,epoch_end,train,-797.1161783661041,,,,364.2566124414676,0.322131872177124,12.48253669732016,0.0002
12,117,val,-243.89486720419342,163.87484741210938,,,,,,0.0002
12,235,val,-143.02796583784388,299.49212646484375,,,,,,0.0002
12,353,val,-39.51224160126857,293.88726806640625,,,,,,0.0002
12,471,val,37.368034516676715,670.5139770507812,,,,,,0.0002
12,585,val,108.42548048557386,710.12646484375,,,,,,0.0002
12,epoch_end,train,109.89757762101736,,,,380.1311491451755,0.3156828284263611,12.217997261047152,0.0002
13,117,val,457.50217679015594,1061.603759765625,,,,,,0.0002
13,235,val,539.4086888739405,899.6519165039062,,,,,,0.0002
13,353,val,624.7637093303565,1077.4757080078125,,,,,,0.0002
13,471,val,710.8131511388566,1202.7911376953125,,,,,,0.0002
13,585,val,786.2587199936567,1333.7515869140625,,,,,,0.0002
13,epoch_end,train,786.2461989471125,,,,385.7034333802136,0.3110336661338806,12.015621233338463,0.0002
14,117,val,1214.4824997339501,1337.039794921875,,,,,,0.0002
14,235,val,1251.1351584901206,1330.9627685546875,,,,,,0.0002
14,353,val,1315.2646988606652,1613.0665283203125,,,,,,0.0002
14,471,val,1369.7923556285284,1919.3048095703125,,,,,,0.0002
14,585,val,1391.43755969186,1712.31884765625,,,,,,0.0002
14,epoch_end,train,1391.4762104672366,,,,369.64636049139307,0.32289499044418335,12.308909078390425,0.0002
15,117,val,1650.6391032944373,1745.39990234375,,,,,,0.0002
15,235,val,1688.8487400785405,1918.796875,,,,,,0.0002
15,353,val,1750.7048315637176,1945.315185546875,,,,,,0.0002
15,471,val,1812.5476661244775,1869.02392578125,,,,,,0.0002
15,585,val,1847.5887847639563,2229.118896484375,,,,,,0.0002
15,epoch_end,train,1846.4829961887406,,,,370.6538648640807,0.32781797647476196,12.42135798281756,0.0002
16,117,val,2144.697669787284,2312.017578125,,,,,,0.0002
16,235,val,2177.0251196678646,2741.56982421875,,,,,,0.0002
16,353,val,2203.90334698296,2054.790283203125,,,,,,0.0002
16,471,val,2233.525666157911,2585.19873046875,,,,,,0.0002
16,585,val,2263.18569192479,2753.359375,,,,,,0.0002
16,epoch_end,train,2263.4362695322934,,,,360.52336372052054,0.3210958242416382,12.507253396457243,0.0002
17,117,val,2498.504724747097,2571.88330078125,,,,,,0.0002
17,235,val,2468.6085799846264,2506.657470703125,,,,,,0.0002
17,353,val,2499.341694688663,2752.169921875,,,,,,0.0002
17,471,val,2513.22445205721,2836.3603515625,,,,,,0.0002
17,585,val,2525.789584168002,3019.128662109375,,,,,,0.0002
17,epoch_end,train,2525.2956613794527,,,,370.68774662905827,0.3536682724952698,13.196693350940546,0.0002
18,117,val,2748.213969956097,3136.96875,,,,,,0.0002
18,235,val,2751.803627436212,3096.28759765625,,,,,,0.0002
18,353,val,2786.4757482080227,3159.9423828125,,,,,,0.0002
18,471,val,2826.250830972271,3108.7099609375,,,,,,0.0002
18,585,val,2844.2287938305462,3089.18994140625,,,,,,0.0002
18,epoch_end,train,2842.998757892909,,,,363.3333675936169,0.3546694815158844,13.144789444920594,0.0002
19,117,val,3123.400823609442,3261.641845703125,,,,,,0.0002
19,235,val,3193.647882209942,3470.54296875,,,,,,0.0002
19,353,val,3149.0612153223483,3581.755126953125,,,,,,0.0002
19,471,val,3139.8777826070286,3523.305908203125,,,,,,0.0002
19,585,val,3153.9617267836866,3311.83935546875,,,,,,0.0002
19,epoch_end,train,3154.6763775405616,,,,353.2078771927239,0.3511510491371155,12.94028643700096,0.0002
20,117,val,3282.159910022703,3493.85107421875,,,,,,0.0002
20,235,val,3264.4442154255325,3339.908447265625,,,,,,0.0002
20,353,val,3341.3846930052678,3609.03076171875,,,,,,0.0002
20,471,val,3390.3546917504327,3814.9638671875,,,,,,0.0002
20,585,val,3418.744638922277,3626.1337890625,,,,,,0.0002
20,epoch_end,train,3419.0763910182927,,,,358.51687724651936,0.35378649830818176,12.986673820624176,0.0002
21,117,val,3643.148983164731,3667.436279296875,,,,,,0.0002
21,235,val,3635.944969664229,3667.666259765625,,,,,,0.0002
21,353,val,3642.181691804622,3850.986572265625,,,,,,0.0002
21,471,val,3678.6653674342338,4240.94140625,,,,,,0.0002
21,585,val,3708.820468374401,4097.23681640625,,,,,,0.0002
21,epoch_end,train,3709.402009410665,,,,366.4064102720383,0.3658514618873596,13.223816572492364,0.0002
22,117,val,3775.55383092114,4436.99560546875,,,,,,0.0002
22,235,val,3865.7181064037554,3664.6787109375,,,,,,0.0002
22,353,val,3885.7906030757567,4076.02294921875,,,,,,0.0002
22,471,val,3918.5026324164846,3727.881103515625,,,,,,0.0002
22,585,val,3953.0349557208215,4115.0224609375,,,,,,0.0002
22,epoch_end,train,3952.8499257995827,,,,356.3194165853151,0.34502023458480835,12.849336498947146,0.0002
23,117,val,4046.2911679520575,4422.6083984375,,,,,,0.0002
23,235,val,4112.736688622009,4479.3134765625,,,,,,0.0002
23,353,val,4138.9821908750855,4239.76513671875,,,,,,0.0002
23,471,val,4141.333836646593,4439.849609375,,,,,,0.0002
23,585,val,4156.267580211666,4292.00390625,,,,,,0.0002
23,epoch_end,train,4157.127890941627,,,,357.5239248052803,0.3681333065032959,13.147946710935493,0.0002
24,117,val,4300.1519264156,4534.04296875,,,,,,0.0002
24,235,val,4354.94600440492,4493.79638671875,,,,,,0.0002
24,353,val,4381.306515442416,4067.192138671875,,,,,,0.0002
24,471,val,4429.348218136285,4776.9697265625,,,,,,0.0002
24,585,val,4443.076958133014,4774.828125,,,,,,0.0002
24,epoch_end,train,4443.141331591299,,,,344.4386304953292,0.34355539083480835,12.695352499664011,0.0002
25,117,val,4607.020107171474,4604.12646484375,,,,,,0.0002
25,235,val,4663.984117353724,5335.10009765625,,,,,,0.0002
25,353,val,4692.38201783264,4763.58056640625,,,,,,0.0002
25,471,val,4701.5390739035975,4594.5,,,,,,0.0002
25,585,val,4709.545051248668,5050.0654296875,,,,,,0.0002
25,epoch_end,train,4708.264068082741,,,,350.6854506812822,0.37543249130249023,13.121784607108482,0.0002
