Epoch,Validation IWAE,Train VLB,Reconstruction Error,KL Term,Alpha
28,-13261.525390625,-13203.355953568265,-12525.422752490942,500.6077226279438,0.9951532223950261
29,-13104.92578125,-13138.376962337856,-12609.102114470108,496.9550392040308,0.994932214419047
30,-12701.1767578125,-13109.246052340997,-12504.134383491848,490.4713413404382,0.994704556637916
31,-12987.3857421875,-13104.314416956026,-12509.100232110508,488.4610286104506,0.9944695588471233
32,-12705.8984375,-12835.24711216518,-12170.591881793478,483.56789143880206,0.9942275501679683
33,-12846.5,-12643.784512134303,-12001.017252604166,479.1970444831295,0.9939783224161121
34,-12007.9931640625,-12574.788108969633,-11868.642195991848,474.3724046790081,0.9937213417412578
35,-11734.974609375,-12472.520428445227,-11684.189113451086,473.96675662717956,0.9934560431950334
36,-11752.103515625,-12377.931479255694,-11507.805848052536,470.7443953804348,0.9931818566460541
37,-11216.609375,-11793.973046875,-11219.881623641304,465.55679586659306,0.9928997124450795
38,-11686.2978515625,-11676.329551750881,-11049.836234714674,461.2477226810179,0.9926100442374962
39,-10699.2265625,-11529.194999262963,-10622.936240375906,457.8847837586334,0.9923118966213171
40,-9727.4375,-11278.490424166292,-9885.891021286232,456.2362210923347,0.9920044912808184
41,-9225.21484375,-11022.87854456018,-9429.241402004076,454.11349000792575,0.9916865626970927
42,-8622.673828125,-9447.811621093746,-8940.6220703125,453.1952346580616,0.9913586006648298
43,-7916.6962890625,-9144.087752105497,-8321.834345278532,453.5222924273947,0.9910179462985717
44,-8135.91796875,-8875.490080059704,-7772.134893002717,451.6835154657779,0.9906659998755524
45,-7344.279296875,-8600.25316433856,-7343.641467108243,446.5963669928951,0.990303421366042
46,-7263.9951171875,-8407.810432803599,-7110.595823426178,444.7176341181216,0.9899309752643972
47,-6781.6689453125,-7137.670326450894,-6694.763870018116,443.54925625566125,0.9895465339439503
48,-6372.96142578125,-7009.717011580231,-6405.555260699728,441.72636877972144,0.9891490392062975
49,-6506.52587890625,-6837.175608508991,-6059.623881906703,437.44405685645944,0.9887403059696805
50,-5782.49365234375,-6665.567664048697,-5728.39893285779,435.5384857620018,0.9883203186850616
51,-5427.6767578125,-6551.16283275463,-5636.380859375,435.4456114838089,0.9878861895505933
52,-5480.39111328125,-5837.701234654019,-5400.476236979167,429.3494895161062,0.9874393438947373
53,-5476.56494140625,-5666.592686862809,-5098.501022560009,425.44763050908625,0.9869815033415089
54,-4700.0419921875,-5600.464696344339,-5063.202021059783,421.9350815925045,0.9865118437919064
55,-4776.23779296875,-5526.175141135712,-4904.14502306952,418.2953646010247,0.9860302564026653
56,-4668.599609375,-5469.247176037218,-4867.900259709013,413.81440270465356,0.9855362401492354
57,-4566.2099609375,-5030.980964006698,-4597.930978968524,411.8354461227638,0.9850290339926014
58,-4231.53076171875,-4920.443645071477,-4444.27831323596,407.1296563632246,0.9845080928526063
59,-4228.94970703125,-4831.357144337779,-4274.106310858243,403.8027184527853,0.983973679335221
60,-4157.9375,-4761.75920574067,-4173.619968580163,398.04409082385075,0.9834275928096495
61,-4190.19873046875,-4700.282533303285,-4129.50730298913,396.3112005703691,0.9828669800274614
62,-3615.241943359375,-4416.340928431921,-4066.407863451087,392.1673296499943,0.9822920491729957
63,-3957.447265625,-4362.452744071365,-3932.547504812047,392.7080772510473,0.9817001456799714
64,-3781.389404296875,-4334.865077756483,-3868.6266842164855,389.6820506220279,0.9810882193454797
65,-3662.919677734375,-4254.249004458367,-3737.3740517436595,384.0907207986583,0.980462542478589
66,-4006.18359375,-4181.175337484418,-3589.711178102355,381.1667352206465,0.9798230261042498
67,-3492.692138671875,-3867.123381696428,-3433.15672766644,378.11660943515056,0.9791650893031687
68,-3705.80322265625,-3864.0906714040325,-3503.574077219203,374.6008844790251,0.9784920120584792
69,-3321.50390625,-3783.977190125664,-3401.1732549252715,372.71800740559894,0.9778000850608384
70,-3636.005859375,-3725.9106868029485,-3127.609919893569,369.25187041794044,0.977089498354041
71,-3133.1943359375,-3701.1167746867213,-3276.863666921422,364.84415247820425,0.9763627069583838
72,-3238.804931640625,-3386.154952566965,-3099.0683717589445,364.01190185546875,0.9756154841271
73,-3011.1298828125,-3401.2171154698576,-3108.833881765172,358.70770573270494,0.9748502745144609
74,-3217.86083984375,-3363.7401693092183,-2934.4595009624095,355.78475067580956,0.9740680076073909
75,-2730.72021484375,-3328.9472367249605,-2909.9832339079485,354.24448339489925,0.9732640402904456
76,-2739.79931640625,-3306.9278188852154,-2918.4910304857335,352.783238949983,0.9724372098411339
77,-2878.9560546875,-3067.1247680664055,-2715.1477776126585,349.67546103657156,0.9715850621029951
78,-2624.15478515625,-3077.8384498974956,-2782.9376609912815,348.7887728041497,0.9707114186839781
79,-2670.11376953125,-3029.420664085533,-2713.540921860847,344.5602952155514,0.9698148240213809
80,-2368.84814453125,-2988.346923828126,-2562.7637550243435,344.1880824876868,0.9688932178676992
81,-2450.3603515625,-2946.0002389239453,-2525.6200941887455,340.0311341216599,0.9679483797239221
82,-2435.4453125,-2748.2700265066965,-2426.3803852468295,336.31240004387456,0.9669800366180531
83,-2649.0107421875,-2791.441638270168,-2460.932082908741,332.7889665244282,0.9659932376681895
84,-2362.48388671875,-2771.8689863097,-2448.4299581776495,328.2171790081522,0.9649827661721603
85,-2195.90478515625,-2721.8353720082014,-2403.6559810914855,325.5078969761945,0.9639511678529822
86,-1964.01318359375,-2698.8219609708867,-2230.752248570539,325.0610815960428,0.962893185408219
87,-2117.7529296875,-2485.171770368303,-2279.0430306697235,325.3090740701427,0.9617966888607412
88,-2141.166259765625,-2447.8879342586433,-2133.6756096439085,316.8956882642663,0.9606782595316569
89,-2081.1044921875,-2403.397510456589,-2097.662647192029,314.54206693345225,0.9595421094825303
90,-1997.330078125,-2413.6878407616505,-2020.2082970660665,314.6700297922328,0.958373829074528
91,-2120.278076171875,-2367.8016997334626,-2104.6631496263585,313.35785221707994,0.9571699448253798
92,-1742.7857666015625,-2049.2581804547995,-1813.2746891629868,311.4386061516361,0.9559316280959309
93,-1672.9405517578125,-2004.3861664034796,-1834.482956153759,304.9742113196331,0.9546673012816388
94,-1464.663330078125,-1971.7667164352706,-1592.8210696897645,302.44387198185575,0.9533869131751682
95,-1276.57666015625,-1949.9708003930414,-1649.8066304524739,303.4814156794894,0.9520615261533986
96,-1124.6552734375,-1886.6447345266322,-1541.7111254705899,299.14156662208444,0.9507046583769978
97,-1103.7410888671875,-1449.170606340681,-1338.403417614923,299.91629293690556,0.9493128173593162
98,-1148.193115234375,-1392.9101017079456,-1150.1575339496999,296.2902681654778,0.9478790060333584
99,-877.8286743164062,-1338.737534253103,-1050.1968198029892,296.4383283974468,0.9464122877604719
100,-888.9910278320312,-1307.1833117859094,-952.9554173566293,295.15862992881,0.9448964483496072
101,-814.469482421875,-1281.6873391741012,-948.9886538740517,291.4985612509907,0.9433492301166921
102,-477.0286865234375,-803.766573551723,-884.5372986724411,292.97732720858806,0.9417577930118727
103,-652.196044921875,-783.5099623659822,-543.0699281001437,290.6740890724071,0.9401150328525598
104,-304.83331298828125,-749.1537276214024,-509.48353576660156,289.9940614562104,0.9384358387062515
105,-81.00833129882812,-747.8416416720875,-397.12530329607534,288.4162783415421,0.9367008261058641
106,49.20953369140625,-671.8892254734313,-501.08750594871634,285.4549702077672,0.9349323511123657
107,42.51177978515625,-444.3272604806083,-129.06868213155994,284.61960060009056,0.9331187545389369
108,-254.79522705078125,-382.00711270596105,-135.53509112371916,283.4845346644305,0.9312540240909742
109,167.87237548828125,-323.5354104671838,-96.29228536633478,278.1510677614074,0.9293612068977909
110,33.85987854003906,-253.2005240504397,22.76004735974298,280.7313648168591,0.9274160257284192
111,192.78665161132812,-213.92263665701932,156.86215917614922,276.7829899442369,0.9254113746725995
112,232.77296447753906,-99.7857929774693,251.91039171080658,274.56713513360506,0.9233752065810604
113,679.1885986328125,-43.86064329214977,149.30077738001728,277.01788639676744,0.921272357304891
114,502.56365966796875,36.81222422617786,262.22360881860703,272.00529944378394,0.9191130494725877
115,509.9842529296875,83.77522916760127,319.70629390771836,268.61235466556275,0.9169350611990776
116,624.0421142578125,135.45446951233083,499.09973476244056,272.4543377420177,0.9146868232367695
117,606.140869140625,455.3975187846595,525.9264737557673,270.80340708857,0.9123568007911461
118,674.2986450195312,429.42514848370934,769.0287480008775,271.462694251019,0.9099759917328323
119,735.3779296875,445.1672432287686,570.8607761548913,268.6875,0.9075266468352166
120,822.1995849609375,432.3058090681743,742.0313840119735,272.2430517224298,0.9050085976503898
121,892.2633666992188,402.4055271800766,620.9116967242697,263.7411932461504,0.9024288999861565
122,703.2345581054688,599.0474729265487,566.8723294907722,265.7253475465636,0.899832408497299
123,658.1279907226562,640.293781307572,700.8883705692015,264.6855459904325,0.8971448670262876
124,1215.83447265625,682.2727146148677,870.938027644503,263.9007988528929,0.8943942353345345
125,809.623046875,707.5840426199005,1025.883013849673,262.3702680062557,0.8915891906489497
126,977.3751220703125,714.4886972258912,1033.3818089581919,260.21869869508606,0.8887175451154294
