epoch,step,split,train_vlb,val_iwae,recon,kl,fid,ssim,psnr,lr
15,471,val,-4964970.649150745,-24568.638671875,,,,,,0.0002
15,585,val,-4857248.746153842,-24825.8125,,,,,,0.0002
15,epoch_end,train,-4857761.2312286645,,,,418.98822041353606,0.0954433232545852,7.576720312227545,0.0002
16,117,val,-4241754.111111114,-24390.51953125,,,,,,0.0002
16,235,val,-4164596.4957446833,-25694.763671875,,,,,,0.0002
16,353,val,-4097427.131728048,-24491.3125,,,,,,0.0002
16,471,val,-4014072.483545647,-24629.470703125,,,,,,0.0002
16,585,val,-3959821.044871793,-25013.22265625,,,,,,0.0002
16,epoch_end,train,-3958408.9688566537,,,,412.27214884050585,0.093984231352806,7.552474919327213,0.0002
17,117,val,-3440912.4273504284,-25290.19140625,,,,,,0.0002
17,235,val,-3410223.372340428,-25660.81640625,,,,,,0.0002
17,353,val,-3345276.8307365472,-25457.125,,,,,,0.0002
17,471,val,-3290498.410828025,-24877.919921875,,,,,,0.0002
17,585,val,-3234528.997435897,-25369.75390625,,,,,,0.0002
17,epoch_end,train,-3234198.6514505115,,,,416.0958668210329,0.090775653719902,7.669806301207235,0.0002
18,117,val,-2831824.9914529906,-25121.2421875,,,,,,0.0002
18,235,val,-2762950.8393617016,-26103.51953125,,,,,,0.0002
18,353,val,-2703048.953966005,-24255.064453125,,,,,,0.0002
18,471,val,-2658404.9808917185,-24707.875,,,,,,0.0002
18,585,val,-2603681.798504274,-25873.09375,,,,,,0.0002
18,epoch_end,train,-2602935.699018772,,,,409.7086902481501,0.0952069237828254,7.666549461803046,0.0002
19,117,val,-2273947.994658119,-24659.12109375,,,,,,0.0002
19,235,val,-2273983.196276596,-25325.533203125,,,,,,0.0002
19,353,val,-2222125.392351273,-25722.90625,,,,,,0.0002
19,471,val,-2189748.916666667,-25663.81640625,,,,,,0.0002
19,585,val,-2136703.90448718,-25246.04296875,,,,,,0.0002
19,epoch_end,train,-2135555.0134385666,,,,417.9199502939403,0.0956896319985389,7.373262390606032,0.0002
20,117,val,-1792482.471153846,-25176.380859375,,,,,,0.0002
20,235,val,-1777564.3265957446,-25075.5703125,,,,,,0.0002
20,353,val,-1759170.9953966015,-25271.025390625,,,,,,0.0002
20,471,val,-1729755.178343951,-25094.443359375,,,,,,0.0002
20,585,val,-1691347.8910256436,-24561.529296875,,,,,,0.0002
20,epoch_end,train,-1691224.371160412,,,,421.3097426634072,0.0966101512312889,7.531273291189981,0.0002
21,117,val,-1528332.7895299138,-24593.955078125,,,,,,0.0002
21,235,val,-1459292.0851063828,-24580.033203125,,,,,,0.0002
21,353,val,-1421605.633852692,-25433.9921875,,,,,,0.0002
21,471,val,-1388424.2835721876,-25443.6015625,,,,,,0.0002
21,585,val,-1367256.5319444444,-24574.12109375,,,,,,0.0002
21,epoch_end,train,-1367077.2902090442,,,,418.6305597050245,0.0985380560159683,7.656678026487681,0.0002
22,117,val,-1236056.3301282057,-24676.0390625,,,,,,0.0002
22,235,val,-1210430.9204787237,-24091.90625,,,,,,0.0002
22,353,val,-1190197.940686969,-24179.828125,,,,,,0.0002
22,471,val,-1148860.8699575365,-24578.0703125,,,,,,0.0002
22,585,val,-1126944.5705128207,-24674.5546875,,,,,,0.0002
22,epoch_end,train,-1126507.3220989762,,,,417.1664176975164,0.0951246470212936,7.356285089384838,0.0002
23,117,val,-1000400.2996794872,-25206.32421875,,,,,,0.0002
23,235,val,-969458.64787234,-24871.009765625,,,,,,0.0002
23,353,val,-955125.786650141,-24633.935546875,,,,,,0.0002
23,471,val,-929838.3861464964,-24125.115234375,,,,,,0.0002
23,585,val,-914952.9583333328,-23222.498046875,,,,,,0.0002
23,epoch_end,train,-914447.5928967572,,,,422.5342922368412,0.0951004028320312,7.433239889268349,0.0002
24,117,val,-817415.8237179484,-23839.28515625,,,,,,0.0002
24,235,val,-811336.4662234042,-24220.423828125,,,,,,0.0002
24,353,val,-771904.2092776204,-23985.158203125,,,,,,0.0002
24,471,val,-760461.1062898091,-24006.986328125,,,,,,0.0002
24,585,val,-750933.3306623932,-23862.900390625,,,,,,0.0002
24,epoch_end,train,-750949.7126706486,,,,423.4274702555708,0.0929961651563644,7.257371415715366,0.0002
25,117,val,-654730.0360576926,-23832.076171875,,,178.1778951251125,0.6411258845260678,14.404821380943511,0.0002
25,235,val,-640166.6252659576,-24737.51953125,,,178.1778951251125,0.6411258845260678,14.404821380943511,0.0002
25,353,val,-620781.5166430596,-23629.6640625,,,178.1778951251125,0.6411258845260678,14.404821380943511,0.0002
25,471,val,-606496.7022292996,-23320.88671875,,,178.1778951251125,0.6411258845260678,14.404821380943511,0.0002
25,585,val,-589035.3015491448,-23950.259765625,,,178.1778951251125,0.6411258845260678,14.404821380943511,0.0002
25,epoch_end,train,-588776.7646651019,,,,178.1778951251125,0.6411258845260678,14.404821380943511,0.0002
