Image ID,SSIM,PSNR,LPIPS
00000,0.65792483,11.545456703774661,0.4282554090023041
00001,0.56106204,10.827135148225366,0.49966102838516235
00002,0.642818,15.361662318355956,0.44905713200569153
00003,0.86502033,21.29319221446137,0.1516169011592865
00004,0.33082595,8.92188623114757,0.6572076678276062
00005,0.60955656,13.63070876449056,0.45417359471321106
00006,0.44928503,11.027988441321039,0.5928221344947815
00007,0.93145865,24.331957461027827,0.19096466898918152
00008,0.86714,19.32305938884235,0.23856452107429504
00009,0.8068934,15.546507281267406,0.2495802640914917
00010,0.86501503,16.66422056339433,0.2118956595659256
00011,0.56579757,15.664109071092419,0.483242392539978
00012,0.36286905,11.73053567157684,0.5632062554359436
00013,0.023438461,5.649885020609683,0.987110435962677
00014,0.5295452,10.233531930038541,0.47459396719932556
00015,0.61680096,14.079595314225779,0.4067072868347168
00016,0.5992775,12.648106854244274,0.419983446598053
00017,0.06146832,7.064919407968735,0.8806854486465454
00018,0.5189151,11.070644185429536,0.5262898206710815
00019,0.4761506,13.261196446093859,0.6235871911048889
00020,0.0813092,7.482696623014753,0.9531198740005493
00021,0.5908279,14.387179421715558,0.48283401131629944
00022,0.5298169,9.82153780154707,0.4652373492717743
00023,0.8608653,17.47677929147033,0.1862398087978363
00024,0.53959817,11.444466121951253,0.40930846333503723
00025,0.61270744,14.020966616087613,0.46122729778289795
00026,0.5713372,13.782899565269535,0.4717816710472107
00027,0.7514685,16.360827022901525,0.33519768714904785
00028,0.4911096,12.063888332153665,0.5379950404167175
00029,0.5455509,13.333241704139375,0.5578679442405701
00030,0.6091384,14.160217839288777,0.4369385838508606
00031,0.53492683,9.933883766316775,0.4780520498752594
00032,0.62616795,14.437278085574075,0.4621591866016388
00033,0.63132364,14.280365085266112,0.49523335695266724
00034,0.8153847,19.99010891593168,0.24141278862953186
00035,0.65979177,15.287201068461107,0.411033570766449
00036,0.7065775,15.463280722816886,0.44352173805236816
00037,0.9259489,24.075529774849652,0.15568669140338898
00038,0.37947002,10.273163384388965,0.6452280879020691
00039,0.6255286,14.496335553695157,0.47629082202911377
00040,0.48374954,10.957227155353841,0.7183032631874084
00041,0.8736548,21.44532582684551,0.25783267617225647
00042,0.5806218,12.250679685668082,0.5168108940124512
00043,0.6348282,15.625614234787442,0.3870857357978821
00044,0.8682065,20.57283118884911,0.14771310985088348
00045,0.56103843,10.68137337348242,0.41898685693740845
00046,0.647518,16.3073826261733,0.3617386817932129
00047,0.67480904,12.663397219863068,0.4090504050254822
00048,0.3990431,12.135543098085964,0.5604308843612671
00049,0.2815696,9.466561475075723,0.6468634605407715
00050,0.5585616,11.602243841831651,0.48454445600509644
00051,0.6256376,11.928428456217192,0.44035184383392334
00052,0.6596656,15.935620982882535,0.4180498719215393
00053,0.6427684,16.077090921385633,0.4106929302215576
00054,0.5272142,13.088772553314165,0.4771054983139038
00055,0.92028075,21.16436490886263,0.2683572769165039
00056,0.42065164,11.534297154383339,0.615875244140625
00057,0.52937144,11.842293494013523,0.5150501728057861
00058,0.45424676,11.278731040246157,0.5935548543930054
00059,0.5798208,12.509482871027846,0.43627282977104187
00060,0.5894824,10.178126170793798,0.4938226640224457
00061,0.5204357,12.063162308207108,0.5977545380592346
00062,0.9226995,22.349330663305444,0.1601826548576355
00063,0.54765767,10.532867242147539,0.4768555164337158
00064,0.8099863,18.886528254410166,0.24430601298809052
00065,0.53308445,12.873196792734722,0.607927680015564
00066,0.86672705,18.749179650551515,0.25367918610572815
00067,0.6518492,15.52984824951273,0.3944338262081146
00068,0.46189943,11.10718513460247,0.604073166847229
00069,0.093198515,8.76386598568606,0.8712979555130005
00070,0.06979674,6.073762689654263,0.8612886071205139
00071,0.8700064,19.79974879330043,0.2234615534543991
00072,0.6001215,14.257353014408904,0.4483540654182434
00073,0.6806679,13.256949417329075,0.343397855758667
