Image ID,LPIPS
00246,0.26113444566726685
00247,0.18588382005691528
00248,0.3278243839740753
00249,0.08550600707530975
00250,0.3668457865715027
00251,0.23862479627132416
00252,0.12040171027183533
00253,0.2644256055355072
00254,0.15721753239631653
00255,0.169343501329422
Mean,0.20327674224972725
FID_masked,91.22962871897539
