Image ID,SSIM,PSNR,LPIPS
00000,0.6751528,18.415991100749114,0.14246629178524017
00001,0.8991712,23.999886872169878,0.05506806820631027
00002,0.93417245,27.847382901970498,0.03692397475242615
00003,0.9598301,30.10012700219262,0.03106178157031536
00004,0.90692043,28.8068596074011,0.05093539506196976
00005,0.86348337,23.149652741086708,0.08021913468837738
00006,0.84020954,19.309195866053372,0.07861846685409546
00007,0.6991485,17.93094601720854,0.1906335949897766
00008,0.71889544,17.685877576363012,0.2240208238363266
00009,0.55840915,13.866301816674989,0.2518821954727173
00010,0.96329236,28.669179057609814,0.05221609026193619
00011,0.6900938,19.66581437958238,0.13017915189266205
00012,0.6193859,17.643299711401664,0.19506484270095825
00013,0.9324488,26.982153009310924,0.02396055869758129
00014,0.86699647,24.478871943073514,0.0656241923570633
00015,0.7303111,18.136325849079796,0.15101924538612366
00016,0.6843905,14.295047379062037,0.17593076825141907
00017,0.8295097,20.516663253074228,0.11543714255094528
00018,0.79744864,22.218435950676255,0.14451242983341217
00019,0.4734775,14.19367012141165,0.19793662428855896
00020,0.76008207,21.04374798078796,0.12443791329860687
00021,0.35293123,11.908348453687687,0.5308056473731995
00022,0.62757134,16.107459227147626,0.21282997727394104
00023,0.9717553,31.024289474479495,0.03635213151574135
00024,0.6403194,16.995940315280087,0.263974130153656
00025,0.69970125,18.864440516511213,0.12169135361909866
00026,0.9513216,26.601716969445675,0.04398401826620102
00027,0.51322824,17.392145017467623,0.23245291411876678
00028,0.6794936,16.140997085368614,0.19328917562961578
00029,0.77575,18.995930786926575,0.1674501597881317
00030,0.96837336,30.253382474250095,0.043527282774448395
00031,0.88186556,21.980393838585613,0.07626858353614807
00032,0.8123908,22.295187002632822,0.10958102345466614
00033,0.66142225,19.16304349103697,0.13873142004013062
00034,0.9684349,31.32075524412649,0.018816232681274414
00035,0.30313894,12.008769562388872,0.6217761635780334
00036,0.6772286,17.378006656086985,0.1575535386800766
00037,0.5632806,17.292677988066924,0.201925128698349
00038,0.9612255,27.86680214572728,0.02655067853629589
00039,0.7898099,21.234809859415687,0.132849782705307
00040,0.6813299,16.953693435406464,0.236930251121521
00041,0.84336305,23.426581146395414,0.12691929936408997
00042,0.7173502,17.242975321282714,0.2520174980163574
00043,0.92621094,29.096697374571395,0.03344700485467911
00044,0.8091218,19.605048412853908,0.09709446877241135
00045,0.6820782,18.986514224055142,0.16904109716415405
